"","log2FoldChange","AveExpr","t","pvalue","padj","Symbol","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","value","up_down"
"48226",-2.90984321179006,5.83505015938735,-3.35260600010642,0.000566917971203241,0.000700409601633564,"OSGIN2",9606,734,"NULL","8","8q21","oxidative stress induced growth inhibitor family member 2","protein-coding","OSGIN2","oxidative stress induced growth inhibitor family member 2","O","oxidative stress-induced growth inhibito",-2.90984321179006,"down"
"48227",-2.90952960161718,2.54684169037185,-3.91332871793371,8.34342927611553e-05,0.000106274364641805,"GIMAP7",9606,168537,"NULL","7","7q36.1","GTPase, IMAP family member 7","protein-coding","GIMAP7","GTPase, IMAP family member 7","O","GTPase IMAP family member 7|IAN-7|immune",-2.90952960161718,"down"
"48232",-2.90695317058658,4.01483557600949,-3.7529976089308,0.000147161183864945,0.000185786158182673,"ARHGAP24",9606,83478,"NULL","4","4q22.1","Rho GTPase activating protein 24","protein-coding","ARHGAP24","Rho GTPase activating protein 24","O","RAC1- and CDC42-specific GTPase-activati",-2.90695317058658,"down"
"48242",-2.90495720596653,-0.967852315544704,-3.2844872351324,0.000705945515370749,0.000869174872561181,"LINC01260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.90495720596653,"down"
"48248",-2.90398625603993,3.5487851295487,-3.82360458144821,0.00011483492646459,0.000145502115915173,"IL18BP",9606,10068,"NULL","11","11q13","interleukin 18 binding protein","protein-coding","IL18BP","interleukin 18 binding protein","O","IL-18BP|MC51L-53L-54L homolog gene produ",-2.90398625603993,"down"
"48296",-2.89209867856394,3.43164084343526,-3.69248183042572,0.00018158669962622,0.000228533105265722,"SLC26A2",9606,1836,"NULL","5","5q31-q34","solute carrier family 26 (sulfate transporter), member 2","protein-coding","SLC26A2","solute carrier family 26 (sulfate transporter), member 2","O","diastrophic dysplasia protein|sulfate an",-2.89209867856394,"down"
"48298",-2.89165583883569,0.520677588943062,-3.39655340296883,0.00049133145271787,0.000608243440156918,"TNNI3K",9606,51086,"NULL","1","1p31.1","TNNI3 interacting kinase","protein-coding","TNNI3K","TNNI3 interacting kinase","O","cardiac ankyrin repeat kinase|cardiac tr",-2.89165583883569,"down"
"48316",-2.88809103027219,3.04386415615927,-3.69520623322425,0.000179884950730565,0.000226435177677322,"PLK3",9606,1263,"RP11-269F19.6","1","1p34.1","polo-like kinase 3","protein-coding","PLK3","polo-like kinase 3","O","FGF-inducible kinase|PLK-3|cytokine-indu",-2.88809103027219,"down"
"48340",-2.88293299645641,4.94587818680006,-3.31064001666938,0.000649167639221224,0.000800456533987634,"ACKR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88293299645641,"down"
"48351",-2.88028869811003,7.05829631285708,-3.26449350214558,0.000752451416865539,0.000925239949862516,"HEY1",9606,23462,"NULL","8","8q21","hairy/enhancer-of-split related with YRPW motif 1","protein-coding","HEY1","hairy/enhancer-of-split related with YRPW motif 1","O","HES-related repressor protein 1|HES-rela",-2.88028869811003,"down"
"48378",-2.87437696371161,1.51021044328542,-3.48913593281769,0.000361989224590581,0.000450351280942528,"ADGRD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87437696371161,"down"
"48380",-2.87358138532669,3.13797000757793,-3.871826933719,9.67761136748024e-05,0.000122985042739953,"CDC42EP3",9606,10602,"NULL","2","2p21","CDC42 effector protein (Rho GTPase binding) 3","protein-coding","CDC42EP3","CDC42 effector protein (Rho GTPase binding) 3","O","CRIB-containing BORG2 protein|MSE55-rela",-2.87358138532669,"down"
"48400",-2.86910951695617,5.98184977363433,-3.693084754105,0.000181208781094506,0.000228067281239602,"PDIA4",9606,9601,"NULL","7","7q35","protein disulfide isomerase family A, member 4","protein-coding","PDIA4","protein disulfide isomerase family A, member 4","O","ER protein 70|ER protein 72|endoplasmic ",-2.86910951695617,"down"
"48402",-2.86821353645033,4.59270710835824,-3.55734970128143,0.000288026267302545,0.000359578611474947,"DGKI",9606,9162,"NULL","7","7q32.3-q33","diacylglycerol kinase, iota","protein-coding","DGKI","diacylglycerol kinase, iota","O","DAG kinase iota|diacylglycerol kinase io",-2.86821353645033,"down"
"48423",-2.86332503229311,1.20307271693638,-3.5646482468101,0.000281019483258076,0.000351048136235022,"DMGDH",9606,29958,"NULL","5","5q14.1","dimethylglycine dehydrogenase","protein-coding","DMGDH","dimethylglycine dehydrogenase","O","dimethylglycine dehydrogenase, mitochond",-2.86332503229311,"down"
"48433",-2.86188829770436,5.40556725400393,-3.4439743295056,0.0004204482269964,0.000521717381607204,"PRKX",9606,5613,"NULL","X","Xp22.3","protein kinase, X-linked","protein-coding","PRKX","protein kinase, X-linked","O","cAMP-dependent protein kinase catalytic ",-2.86188829770436,"down"
"48438",-2.86045925412151,1.95231550602129,-3.29513006168794,0.000682300680090262,0.000840568150835264,"MATN3",9606,4148,"NULL","2","2p24-p23","matrilin 3","protein-coding","MATN3","matrilin 3","O","matrilin-3",-2.86045925412151,"down"
"48456",-2.85549681154801,2.66153423222574,-3.34250901690792,0.000585762535064378,0.000723325359751399,"EPB41L4A",9606,64097,"NULL","5","5q21.3","erythrocyte membrane protein band 4.1 like 4A","protein-coding","EPB41L4A","erythrocyte membrane protein band 4.1 like 4A","O","band 4.1-like protein 4A|erythrocyte pro",-2.85549681154801,"down"
"48468",-2.85375784820092,4.51472585626536,-3.87590050558294,9.53814784378723e-05,0.000121260061814905,"TNIP2",9606,79155,"RP3-474M20.1","4","4p16.3","TNFAIP3 interacting protein 2","protein-coding","TNIP2","TNFAIP3 interacting protein 2","O","A20-binding inhibitor of NF-kappa-B acti",-2.85375784820092,"down"
"48478",-2.85223147109663,3.7514712356547,-3.56204416638305,0.000283500764793159,0.000354057140775323,"ENKUR",9606,219670,"RP11-165A20.2","10","10p12.1","enkurin, TRPC channel interacting protein","protein-coding","ENKUR","enkurin, TRPC channel interacting protein","O","enkurin",-2.85223147109663,"down"
"48487",-2.85050791708662,2.65768899870721,-3.91174525026981,8.39093978006838e-05,0.000106870234429,"DACT1",9606,51339,"NULL","14","14q23.1","dishevelled-binding antagonist of beta-catenin 1","protein-coding","DACT1","dishevelled-binding antagonist of beta-catenin 1","O","dapper antagonist of catenin 1|dapper ho",-2.85050791708662,"down"
"48499",-2.84620979852635,4.38754205786364,-3.30551001428117,0.000659955946325178,0.000813502215547413,"PLEKHG2",9606,64857,"NULL","19","19q13.2","pleckstrin homology domain containing, family G (with RhoGef domain) member 2","protein-coding","PLEKHG2","pleckstrin homology domain containing, family G (with RhoGef domain) member 2","O","PH domain-containing family G member 2|c",-2.84620979852635,"down"
"48521",-2.84237405634904,1.10714170766123,-3.84720561355249,0.000105628570397668,0.000134025586052671,"RP11-66N24.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84237405634904,"down"
"48527",-2.84168257535968,-0.530776379251666,-3.39392997366139,0.000495563658678339,0.000613443806293546,"SLC6A16",9606,28968,"NULL","19","19q13.33","solute carrier family 6, member 16","protein-coding","SLC6A16","solute carrier family 6, member 16","O","orphan sodium- and chloride-dependent ne",-2.84168257535968,"down"
"48544",-2.83700702052363,5.55557391902857,-3.32578193709602,0.000618279770920139,0.000762948355070728,"CHST15",9606,51363,"NULL","10","10q26","carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15","protein-coding","CHST15","carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15","O","B cell RAG associated protein (GALNAC4S-",-2.83700702052363,"down"
"48579",-2.82771678524585,1.87314101676029,-3.25560057347484,0.00077404376002403,0.000951550951796691,"AGER",9606,177,"DAMA-358M23.4","6","6p21.3","advanced glycosylation end product-specific receptor","protein-coding","AGER","advanced glycosylation end product-specific receptor","O","RAGE isoform NtRAGE-delta|RAGE isoform s",-2.82771678524585,"down"
"48587",-2.82608338634505,1.29322289787887,-3.27552175558778,0.00072645627245892,0.000893932170249885,"CABYR",9606,26256,"NULL","18","18q11.2","calcium binding tyrosine-(Y)-phosphorylation regulated","protein-coding","CABYR","calcium binding tyrosine-(Y)-phosphorylation regulated","O","calcium binding tyrosine-(Y)-phosphoryla",-2.82608338634505,"down"
"48611",-2.82043889611634,0.287983252696931,-3.62093965800807,0.000232146120492696,0.000290913895749088,"RP11-43N16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82043889611634,"down"
"48625",-2.8178869056561,-1.74749768703907,-3.38727418126998,0.000506455379739008,0.000626740939636039,"RBM22P2",9606,100271871,"NULL","13","13q12","RNA binding motif protein 22 pseudogene 2","pseudo","RBM22P2","RNA binding motif protein 22 pseudogene 2","O","NULL",-2.8178869056561,"down"
"48631",-2.81607750863791,3.61556495021633,-3.75565195355178,0.000145803225253574,0.000184111457548276,"NCKAP5",9606,344148,"NULL","2","2q21.2","NCK-associated protein 5","protein-coding","NCKAP5","NCK-associated protein 5","O","NAP-5|Nck associated protein 5|nck-assoc",-2.81607750863791,"down"
"48653",-2.8104770412097,3.2444824104379,-3.65991135870677,0.000203150947868962,0.000255157172382917,"ZNF217",9606,7764,"RP4-724E16.3","20","20q13.2","zinc finger protein 217","protein-coding","ZNF217","zinc finger protein 217","O","NULL",-2.8104770412097,"down"
"48674",-2.804880612919,5.20052152128218,-3.46640520156333,0.000390382328043034,0.000485005665912135,"CD276",9606,80381,"PSEC0249","15","15q23-q24","CD276 molecule","protein-coding","CD276","CD276 molecule","O","B7 homolog 3|CD276 antigen|costimulatory",-2.804880612919,"down"
"48692",-2.80181480472874,4.28343608931162,-3.27182616910131,0.000735072084926719,0.000904287318236253,"RIN3",9606,79890,"NULL","14","14q32.12","Ras and Rab interactor 3","protein-coding","RIN3","Ras and Rab interactor 3","O","RAB5 interacting protein 3|ras and Rab i",-2.80181480472874,"down"
"48720",-2.79460722736739,5.35385794205069,-3.65335034795586,0.000207779160938042,0.000260891887834346,"TGFBR1",9606,7046,"RP11-96L7.1","9","9q22","transforming growth factor, beta receptor 1","protein-coding","TGFBR1","transforming growth factor, beta receptor 1","O","TGF-beta receptor type I|TGF-beta recept",-2.79460722736739,"down"
"48726",-2.79195561030778,3.51946255606204,-3.31939294691843,0.000631140597255325,0.000778572425198243,"UNC13D",9606,201294,"NULL","17","17q25.1","unc-13 homolog D (C. elegans)","protein-coding","UNC13D","unc-13 homolog D (C. elegans)","O","protein unc-13 homolog D",-2.79195561030778,"down"
"48731",-2.79016392179257,3.65353256765287,-3.61088181292215,0.000240242275947439,0.00030085438210549,"FHL3",9606,2275,"NULL","1","1p34","four and a half LIM domains 3","protein-coding","FHL3","four and a half LIM domains 3","O","FHL-3|LIM-only protein FHL3|SLIM-2|four ",-2.79016392179257,"down"
"48732",-2.78990533848733,0.33100231273374,-3.28376496256102,0.000707577272574112,0.00087110340040064,"C8orf88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78990533848733,"down"
"48733",-2.78989587597654,-0.71466264800833,-3.28170809785549,0.000712244514916501,0.000876720302753116,"NKAPL",9606,222698,"NULL","6","6p22.1","NFKB activating protein-like","protein-coding","NKAPL","NFKB activating protein-like","O","NKAP-like protein",-2.78989587597654,"down"
"48743",-2.78792036035321,1.1631397451763,-3.59837280184674,0.000250684741757832,0.000313762987285607,"TMEM255B",9606,348013,"RP11-199F6.1","13","13q34","transmembrane protein 255B","protein-coding","TMEM255B","transmembrane protein 255B","O","family with sequence similarity 70, memb",-2.78792036035321,"down"
"48779",-2.77722812453008,-1.94813775974552,-3.55004906634324,0.000295200004039966,0.0003684323973979,"RP11-80P20.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77722812453008,"down"
"48807",-2.77108947937677,1.87341489888697,-3.63139577424623,0.000224003694846364,0.000280860417957169,"SYT15",9606,83849,"RP11-38L15.7","10","10q11.1","synaptotagmin XV","protein-coding","SYT15","synaptotagmin XV","O","chr10 synaptotagmin|synaptotagmin XV-a|s",-2.77108947937677,"down"
"48824",-2.76509324909793,3.72256389627365,-3.57549610885503,0.00027090235123056,0.000338590369904789,"GLMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.76509324909793,"down"
"48834",-2.76317466040264,1.88764845908598,-3.83637152203516,0.000109763838387723,0.000139179121571238,"NR6A1",9606,2649,"NULL","9","9q33.3","nuclear receptor subfamily 6, group A, member 1","protein-coding","NR6A1","nuclear receptor subfamily 6, group A, member 1","O","germ cell nuclear factor variant 1|hGCNF",-2.76317466040264,"down"
"48844",-2.76043394921562,3.94353541556002,-3.43422546763183,0.000434183697687358,0.000538498829086087,"GIMAP4",9606,55303,"MSTP062","7","7q36.1","GTPase, IMAP family member 4","protein-coding","GIMAP4","GTPase, IMAP family member 4","O","GTPase IMAP family member 4|human immune",-2.76043394921562,"down"
"48854",-2.75763709529219,4.58506452094025,-3.56022565874305,0.000285245771610425,0.000356152916720881,"PROX1",9606,5629,"NULL","1","1q41","prospero homeobox 1","protein-coding","PROX1","prospero homeobox 1","O","homeobox prospero-like protein PROX1|pro",-2.75763709529219,"down"
"48862",-2.75661549304846,2.14151136193244,-3.34364857020782,0.000583606540656409,0.000720723812256369,"HHAT",9606,55733,"NULL","1","1q32","hedgehog acyltransferase","protein-coding","HHAT","hedgehog acyltransferase","O","melanoma antigen recognized by T cells 2",-2.75661549304846,"down"
"48885",-2.75100802730476,3.24678693019235,-3.68411776489743,0.000186907124560555,0.000235092675395754,"SCARF2",9606,91179,"NULL","22","22q11.21","scavenger receptor class F, member 2","protein-coding","SCARF2","scavenger receptor class F, member 2","O","scavenger receptor class F member 2|scav",-2.75100802730476,"down"
"48896",-2.74757436931047,4.93732991078482,-3.92980285357196,7.86413766313573e-05,0.000100263134074204,"GPR161",9606,23432,"NULL","1","1q24.2","G protein-coupled receptor 161","protein-coding","GPR161","G protein-coupled receptor 161","O","G-protein coupled receptor 161|G-protein",-2.74757436931047,"down"
"48900",-2.74662822785403,3.46403415922499,-3.75418635934257,0.000146551537827574,0.000185044415076563,"MIR497HG",9606,100506755,"NULL","17","17p13.1","mir-497-195 cluster host gene (non-protein coding)","miscRNA","MIR497HG","mir-497-195 cluster host gene (non-protein coding)","O","NULL",-2.74662822785403,"down"
"48906",-2.74383728392157,3.59804006451226,-3.32679675149842,0.000616259604568237,0.00076047151784656,"SLFN5",9606,162394,"NULL","17","17q12","schlafen family member 5","protein-coding","SLFN5","schlafen family member 5","O","NULL",-2.74383728392157,"down"
"48909",-2.74303843415702,5.75781042185924,-3.73445037675417,0.000156990929858477,0.000198050772289591,"LDLRAD3",9606,143458,"NULL","11","11p13","low density lipoprotein receptor class A domain containing 3","protein-coding","LDLRAD3","low density lipoprotein receptor class A domain containing 3","O","low-density lipoprotein receptor class A",-2.74303843415702,"down"
"48932",-2.73760404285491,1.3216023083871,-3.87930376607567,9.42310521991845e-05,0.000119818308021975,"BZRAP1-AS1",9606,100506779,"NULL","17","NULL","BZRAP1 antisense RNA 1","miscRNA","BZRAP1-AS1","BZRAP1 antisense RNA 1","O","NULL",-2.73760404285491,"down"
"48938",-2.73662767084923,1.83094386080466,-3.65287371301375,0.000208119248522912,0.000261313307992985,"ARHGEF15",9606,22899,"NULL","17","17p13.1","Rho guanine nucleotide exchange factor (GEF) 15","protein-coding","ARHGEF15","Rho guanine nucleotide exchange factor (GEF) 15","O","Rho GEF 15|Rho guanine exchange factor (",-2.73662767084923,"down"
"48971",-2.72764632048176,2.85778334494611,-3.43735953800867,0.00042972257703041,0.00053305618390722,"DCAF4",9606,26094,"NULL","14","14q24.3","DDB1 and CUL4 associated factor 4","protein-coding","DCAF4","DDB1 and CUL4 associated factor 4","O","DDB1- and CUL4-associated factor 4|WD re",-2.72764632048176,"down"
"48982",-2.72537205063907,0.437940174122977,-3.26226429428722,0.000757810109972574,0.000931770507352518,"LINC01341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.72537205063907,"down"
"49006",-2.71985914756882,2.24543504225667,-3.86924583474402,9.76698262462517e-05,0.000124088487959654,"RP11-644F5.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71985914756882,"down"
"49009",-2.71925084271439,3.27661348498634,-3.87114688682901,9.70108212237988e-05,0.000123277965207735,"MMP25-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71925084271439,"down"
"49015",-2.71791276841841,2.63929345045715,-3.47918167147558,0.000374174758294346,0.000465264296052833,"RP11-1134I14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71791276841841,"down"
"49026",-2.71555441533464,0.484506640402145,-3.85341801534026,0.00010332479639053,0.000131170655484964,"PCAT19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71555441533464,"down"
"49064",-2.7061451657367,-0.493218304098582,-3.431383908383,0.000438266070439215,0.000543469966181911,"RP11-118K6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7061451657367,"down"
"49066",-2.70566428621413,2.7535792149079,-3.63565754869074,0.000220763189617344,0.000276898156749248,"PACRG",9606,135138,"hCG_1810756","6","6q26","PARK2 co-regulated","protein-coding","PACRG","PARK2 co-regulated","O","molecular chaperone/chaperonin-binding p",-2.70566428621413,"down"
"49085",-2.70182804518041,1.21034197059565,-3.559040980782,0.000286388028172391,0.00035756387635053,"TRIM73",9606,375593,"NULL","7","7q11.23","tripartite motif containing 73","protein-coding","TRIM73","tripartite motif containing 73","O","tripartite motif-containing 50B|triparti",-2.70182804518041,"down"
"49090",-2.70040158799159,0.529806150839861,-3.68234624517962,0.000188052823998747,0.000236503273565276,"RP11-419C5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.70040158799159,"down"
"49112",-2.69472198416811,3.86586889251145,-3.66921276610563,0.000196756872721419,0.00024727467360808,"FNDC3B",9606,64778,"UNQ2421/PRO4979/PRO34274","3","3q26.31","fibronectin type III domain containing 3B","protein-coding","FNDC3B","fibronectin type III domain containing 3B","O","HCV NS5A-binding protein 37|factor for a",-2.69472198416811,"down"
"49114",-2.69452395913972,4.44786962139162,-3.3160644379352,0.000637939642990686,0.000786860281846914,"PPM1E",9606,22843,"NULL","17","17q22","protein phosphatase, Mg2+/Mn2+ dependent, 1E","protein-coding","PPM1E","protein phosphatase, Mg2+/Mn2+ dependent, 1E","O","ca(2+)/calmodulin-dependent protein kina",-2.69452395913972,"down"
"49128",-2.69105223903344,4.22955928131618,-3.81137218792971,0.000119902480043371,0.000151840878173344,"BAZ1A",9606,11177,"HSPC317","14","14q13.2","bromodomain adjacent to zinc finger domain, 1A","protein-coding","BAZ1A","bromodomain adjacent to zinc finger domain, 1A","O","ATP-dependent chromatin remodeling prote",-2.69105223903344,"down"
"49130",-2.69077400515959,2.24246089612745,-3.78944117240167,0.00012952551780451,0.000163839487789471,"SPRY3",9606,10251,"NULL","X|Y","Xq28 and Yq12","sprouty homolog 3 (Drosophila)","protein-coding","SPRY3","sprouty homolog 3 (Drosophila)","O","antagonist of FGF signaling|protein spro",-2.69077400515959,"down"
"49135",-2.6895032717729,6.60875424413284,-3.52408833322588,0.000322100895391151,0.000401476468710165,"VANGL2",9606,57216,"NULL","1","1q22-q23","VANGL planar cell polarity protein 2","protein-coding","VANGL2","VANGL planar cell polarity protein 2","O","loop-tail protein 1 homolog|loop-tail-as",-2.6895032717729,"down"
"49137",-2.68909998895295,2.88942207428984,-3.30323535685497,0.000664792883788318,0.000819300739062787,"FGD5",9606,152273,"NULL","3","3p25.1","FYVE, RhoGEF and PH domain containing 5","protein-coding","FGD5","FYVE, RhoGEF and PH domain containing 5","O","FYVE, RhoGEF and PH domain-containing pr",-2.68909998895295,"down"
"49142",-2.68742145858007,1.2615233043857,-3.75587708891123,0.000145688594844831,0.000183970674799099,"HSD17B7P2",9606,158160,"RP11-291L22.1","10","10p11.1","hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 2","pseudo","HSD17B7P2","hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 2","O","NULL",-2.68742145858007,"down"
"49149",-2.68509581972608,2.70983492087969,-3.55432595508944,0.000290977218081436,0.000363208463753779,"TTF2",9606,8458,"NULL","1","1p22","transcription termination factor, RNA polymerase II","protein-coding","TTF2","transcription termination factor, RNA polymerase II","O","F2|RNA polymerase II termination factor|",-2.68509581972608,"down"
"49150",-2.68467996412486,5.17546725946388,-3.60159369463773,0.000247955625074482,0.000310400215242504,"LRP5",9606,4041,"NULL","11","11q13.4","low density lipoprotein receptor-related protein 5","protein-coding","LRP5","low density lipoprotein receptor-related protein 5","O","LRP-5|low density lipoprotein receptor-r",-2.68467996412486,"down"
"49157",-2.68255644314254,0.412776902963007,-3.57105713812115,0.000274999939923079,0.000343623810431165,"TSC22D1-AS1",9606,641467,"NULL","13","13q14.11","TSC22D1 antisense RNA 1","miscRNA","TSC22D1-AS1","TSC22D1 antisense RNA 1","O","NULL",-2.68255644314254,"down"
"49168",-2.68091642653515,2.08449799605416,-3.85247015221241,0.000103673172939695,0.000131598659674545,"PAOX",9606,196743,"RP11-122K13.11-002","10","10q26.3","polyamine oxidase (exo-N4-amino)","protein-coding","PAOX","polyamine oxidase (exo-N4-amino)","O","peroxisomal N(1)-acetyl-spermine/spermid",-2.68091642653515,"down"
"49185",-2.67690578781942,2.70293832798448,-3.43413781680881,0.000434309067754689,0.000538642916080312,"RP11-425L10.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67690578781942,"down"
"49231",-2.66700914814657,3.61392537192181,-3.80414517096195,0.000122995782242196,0.000155697558604276,"AGA",9606,175,"NULL","4","4q34.3","aspartylglucosaminidase","protein-coding","AGA","aspartylglucosaminidase","O","N(4)-(beta-N-acetylglucosaminyl)-L-aspar",-2.66700914814657,"down"
"49263",-2.65967394993145,5.55662621687805,-3.25700075590529,0.000770605751200913,0.000947404048586554,"PCGF2",9606,7703,"NULL","17","17q12","polycomb group ring finger 2","protein-coding","PCGF2","polycomb group ring finger 2","O","DNA-binding protein Mel-18|polycomb grou",-2.65967394993145,"down"
"49264",-2.65914122003404,2.39908304495977,-3.47559420071306,0.000378660403888634,0.000470752002720656,"LACTB2",9606,51110,"CGI-83","8","8q13.3","lactamase, beta 2","protein-coding","LACTB2","lactamase, beta 2","O","beta-lactamase-like protein 2",-2.65914122003404,"down"
"49280",-2.65524815536587,0.0910974891993935,-3.29812922198541,0.000675772451908089,0.000832613174719804,"KCNJ2-AS1",9606,400617,"NULL","17","17q24.3","KCNJ2 antisense RNA 1 (head to head)","miscRNA","KCNJ2-AS1","KCNJ2 antisense RNA 1 (head to head)","O","NULL",-2.65524815536587,"down"
"49298",-2.65061121093265,4.04696504836889,-3.29001371535201,0.000693573019758678,0.000854257623112635,"NFIL3",9606,4783,"NULL","9","9q22","nuclear factor, interleukin 3 regulated","protein-coding","NFIL3","nuclear factor, interleukin 3 regulated","O","E4 promoter-binding protein 4|interleuki",-2.65061121093265,"down"
"49328",-2.64284953405218,0.753616530934097,-3.45761977588129,0.000401908400053381,0.000499124376916477,"RP11-627G23.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64284953405218,"down"
"49347",-2.64023499775743,1.90563178309379,-3.71621711993817,0.000167260263458154,0.000210801693028165,"MAP3K8",9606,1326,"RP11-449I17.8","10","10p11.23","mitogen-activated protein kinase kinase kinase 8","protein-coding","MAP3K8","mitogen-activated protein kinase kinase kinase 8","O","Ewing sarcoma transformant|cot (cancer O",-2.64023499775743,"down"
"49354",-2.63896613793931,1.19899759075756,-3.63364451733615,0.000222288252015813,0.000278769226137574,"HTR7P1",9606,93164,"NULL","12","12p13.1","5-hydroxytryptamine (serotonin) receptor 7 pseudogene 1","pseudo","HTR7P1","5-hydroxytryptamine (serotonin) receptor 7 pseudogene 1","O","NULL",-2.63896613793931,"down"
"49359",-2.63762121947035,4.05661560844558,-3.8345900563081,0.000110458407492307,0.000140044669825924,"ZNF677",9606,342926,"NULL","19","19q13.42","zinc finger protein 677","protein-coding","ZNF677","zinc finger protein 677","O","hypothetical protein MGC48625",-2.63762121947035,"down"
"49381",-2.63386580297986,4.15185523160368,-3.75020867104271,0.000148600942356919,0.000187579551030225,"RAB3IL1",9606,5866,"NULL","11","11q12.2","RAB3A interacting protein (rabin3)-like 1","protein-coding","RAB3IL1","RAB3A interacting protein (rabin3)-like 1","O","guanine nucleotide exchange factor for R",-2.63386580297986,"down"
"49405",-2.62895248085846,4.53707556309195,-3.4661278500256,0.000390741360298289,0.000485441427430578,"TP53INP1",9606,94241,"NULL","8","8q22","tumor protein p53 inducible nuclear protein 1","protein-coding","TP53INP1","tumor protein p53 inducible nuclear protein 1","O","p53-dependent damage-inducible nuclear p",-2.62895248085846,"down"
"49421",-2.62398985871749,-0.969063656243641,-3.79825299327949,0.000125573827300513,0.000158916404776223,"RP11-520H14.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62398985871749,"down"
"49430",-2.62243414981456,2.59796151593575,-3.73363411513289,0.000157437559727641,0.0001986056610191,"KLHL17",9606,339451,"NULL","1","1p36.33","kelch-like family member 17","protein-coding","KLHL17","kelch-like family member 17","O","actinfilin|kelch-like 17|kelch-like prot",-2.62243414981456,"down"
"49435",-2.62122772956152,3.17656670291696,-3.70456683363497,0.000174152645979989,0.000219332591352146,"USP27X",9606,389856,"NULL","X","Xp11.23","ubiquitin specific peptidase 27, X-linked","protein-coding","USP27X","ubiquitin specific peptidase 27, X-linked","O","X-linked ubiquitin carboxyl-terminal hyd",-2.62122772956152,"down"
"49438",-2.62051310666698,1.0729814689667,-3.34069043567431,0.000589218325265755,0.000727546713158805,"LLNLF-173C4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62051310666698,"down"
"49451",-2.61746612474663,1.21805703116901,-3.40721795544074,0.000474473929980758,0.000587672733835186,"RBPMS2",9606,348093,"NULL","15","15q22.31","RNA binding protein with multiple splicing 2","protein-coding","RBPMS2","RNA binding protein with multiple splicing 2","O","RNA-binding protein with multiple splici",-2.61746612474663,"down"
"49465",-2.61435115930144,4.4432656629144,-3.91015820812118,8.43881666901301e-05,0.000107473003019142,"CEP41",9606,95681,"NULL","7","7q32","centrosomal protein 41kDa","protein-coding","CEP41","centrosomal protein 41kDa","O","centrosomal protein 41 kDa|centrosomal p",-2.61435115930144,"down"
"49469",-2.61389870974393,1.70556380256322,-3.34277281035835,0.00058526262863839,0.000722723287764614,"TTC25",9606,83538,"NULL","17","17q21.2","tetratricopeptide repeat domain 25","protein-coding","TTC25","tetratricopeptide repeat domain 25","O","TPR repeat protein 25|tetratricopeptide ",-2.61389870974393,"down"
"49570",-2.59104008011247,0.261064931232364,-3.6039288387739,0.000245994630537719,0.000307965111267286,"CTC-425O23.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59104008011247,"down"
"49575",-2.5906248392964,2.89936283290174,-3.50109941529915,0.00034783909778613,0.000433050584167324,"ECM1",9606,1893,"RP11-54A4.6","1","1q21","extracellular matrix protein 1","protein-coding","ECM1","extracellular matrix protein 1","O","secretory component p85",-2.5906248392964,"down"
"49583",-2.58866461757779,2.12328058199767,-3.41914948670578,0.000456258985851695,0.000565351178166511,"ARG2",9606,384,"NULL","14","14q24.1","arginase 2","protein-coding","ARG2","arginase 2","O","L-arginine amidinohydrolase|L-arginine u",-2.58866461757779,"down"
"49594",-2.58671038788144,4.03502316589091,-3.80507634897298,0.000122592997414234,0.00015519103599108,"P3H4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.58671038788144,"down"
