"","log2FoldChange","logCPM","LR","pvalue","padj","Symbol","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","value","up_down"
"33316",-3.9662806255835,2.02322515436155,49.6172226645374,1.86866074244385e-12,1.09398874505633e-07,"LCN12",9606,286256,"RP11-229P13.4","9","9q34.3","lipocalin 12","protein-coding","LCN12","lipocalin 12","O","epididymal-specific lipocalin-12|lipocal",-3.9662806255835,"down"
"30588",-3.86603810272751,5.15648893238073,47.7091536832312,4.94377918380719e-12,2.89389058303338e-07,"YJEFN3",9606,374887,"NULL","19","19p13.11","YjeF N-terminal domain containing 3","protein-coding","YJEFN3","YjeF N-terminal domain containing 3","O","apolipoprotein A1 binding protein|hYjeF_",-3.86603810272751,"down"
"27965",-3.85182370030938,1.49785790353754,43.0489852693838,5.33862995299794e-11,3.12432640739299e-06,"ATAD3C",9606,219293,"RP4-628J24.1","1","1p36.33","ATPase family, AAA domain containing 3C","protein-coding","ATAD3C","ATPase family, AAA domain containing 3C","O","ATPase family AAA domain-containing prot",-3.85182370030938,"down"
"23838",-3.84558690669706,-0.647402268856926,36.5726506753753,1.47080903347253e-09,8.60187955136076e-05,"CTD-2349P21.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.84558690669706,"down"
"23696",-3.83879712423322,-0.777201678954166,34.7382007376446,3.77157678179738e-09,0.000220524094431693,"RP13-870H17.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.83879712423322,"down"
"39732",-3.81913697005918,0.28730150116316,37.3233339333725,1.00079977172039e-09,5.85407818470127e-05,"AC002116.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.81913697005918,"down"
"42613",-3.80995527475341,0.681650299373185,32.5628039189615,1.1540234712739e-08,0.000674284374030629,"RP3-406A7.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.80995527475341,"down"
"58562",-3.77820841645117,-0.24894076470041,39.3508276420758,3.54102745051439e-10,2.07178434074696e-05,"RP11-44N22.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.77820841645117,"down"
"42598",-3.74570779547187,1.06527078794801,33.9167442304239,5.75215199060651e-09,0.000336236292458913,"RNF212",9606,285498,"NULL","4","4p16.3","ring finger protein 212","protein-coding","RNF212","ring finger protein 212","O","probable E3 SUMO-protein ligase RNF212",-3.74570779547187,"down"
"28748",-3.73716743127174,1.07666166437058,34.8372283000639,3.58453268672278e-09,0.000209594795258054,"PRR26",9606,414235,"RP11-809C18.2","10","10p15.3","proline rich 26","miscRNA","PRR26","proline rich 26","O","NULL",-3.73716743127174,"down"
"52669",-3.64327835629394,1.10646125008289,49.251064737873,2.2521107159018e-12,1.3183405708746e-07,"ASMTL-AS1",9606,80161,"RP11-261P4.7","X|Y","Xp22.33; Yp11.32","ASMTL antisense RNA 1","miscRNA","ASMTL-AS1","ASMTL antisense RNA 1","O","NULL",-3.64327835629394,"down"
"16201",-3.64262180665732,-0.88079857175184,34.7204599994085,3.80610361833769e-09,0.000222539072460586,"KB-208E9.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.64262180665732,"down"
"42677",-3.63867899276287,0.603729444301052,36.3191780893573,1.67507410032951e-09,9.79616835354704e-05,"FGF22",9606,27006,"UNQ2500/PRO5800","19","19p13.3","fibroblast growth factor 22","protein-coding","FGF22","fibroblast growth factor 22","O","FGF-22",-3.63867899276287,"down"
"3897",-3.6373127691709,1.01639090084361,50.565218383384,1.15269882420588e-12,6.74882107596057e-08,"CYP2D7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.6373127691709,"down"
"872",-3.62865223230527,4.07767960484201,42.4307248226327,7.32305594230783e-11,4.28559879855739e-06,"TMEM160",9606,54958,"NULL","19","19q13.32","transmembrane protein 160","protein-coding","TMEM160","transmembrane protein 160","O","NULL",-3.62865223230527,"down"
"50505",-3.56678660055516,3.91580254499005,36.9274384842908,1.22608277705707e-09,7.1712355547291e-05,"C1QTNF4",9606,114900,"NULL","11","11q11","C1q and tumor necrosis factor related protein 4","protein-coding","C1QTNF4","C1q and tumor necrosis factor related protein 4","O","complement C1q tumor necrosis factor-rel",-3.56678660055516,"down"
"37583",-3.53787018715403,10.9451458737662,37.7952220464249,7.85739821048212e-10,4.59634223118573e-05,"MT-ATP8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.53787018715403,"down"
"16033",-3.53668392538511,-0.131587669333526,38.016004310977,7.01666973870731e-10,4.10468163044639e-05,"RP11-44N21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.53668392538511,"down"
"29653",-3.52401176091407,-0.741194812674689,32.0842010622413,1.47633033122722e-08,0.000862413126289695,"TMC2",9606,117532,"RP4-686C3.3","20","20p13","transmembrane channel-like 2","protein-coding","TMC2","transmembrane channel-like 2","O","transmembrane channel-like protein 2|tra",-3.52401176091407,"down"
"29647",-3.50122606067578,0.815663545324271,37.2098448588825,1.06076903960135e-09,6.2046502664362e-05,"TMC4",9606,147798,"XXbac-BCX105G6.3","19","19q13.42","transmembrane channel-like 4","protein-coding","TMC4","transmembrane channel-like 4","O","transmembrane channel-like protein 4",-3.50122606067578,"down"
"17194",-3.46983790108384,-0.486812611122512,38.8971956843708,4.46721884787448e-10,2.61350171476048e-05,"RP11-629O1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.46983790108384,"down"
"15473",-3.44894706301232,0.310327291433591,39.8960920496754,2.67838545391739e-10,1.56712332908707e-05,"AC137932.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.44894706301232,"down"
"33220",-3.41998598353295,4.13817300460733,37.0163193962234,1.17144675761534e-09,6.85179208529212e-05,"RAB26",9606,25837,"NULL","16","16p13.3","RAB26, member RAS oncogene family","protein-coding","RAB26","RAB26, member RAS oncogene family","O","Ras-related oncogene protein|ras-related",-3.41998598353295,"down"
"50110",-3.36806245174443,-0.79541291760362,32.7554038668005,1.04515344102101e-08,0.000610704058657395,"AC005785.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.36806245174443,"down"
"35173",-3.32166793431634,-0.357260348949943,33.0320692476834,9.06512221116999e-09,0.000529729481531929,"IL21R-AS1",9606,283888,"NULL","16","16p12.2","IL21R antisense RNA 1","miscRNA","IL21R-AS1","IL21R antisense RNA 1","O","NULL",-3.32166793431634,"down"
"5448",-3.21006703124083,4.44657579914633,35.5626637813789,2.46976192431556e-09,0.000144421798286277,"RLTPR",9606,146206,"NULL","16","16q22.1","RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing","protein-coding","RLTPR","RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing","O","RGD, leucine-rich repeat, tropomodulin a",-3.21006703124083,"down"
"30233",-3.1904502313437,1.46969089854475,32.8946431237959,9.72909863268005e-09,0.000568510149502026,"CTD-2126E3.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1904502313437,"down"
"985",-3.17504874305655,1.69422390467962,35.3942481791262,2.69280926491504e-09,0.000157459328956642,"STRC",9606,161497,"NULL","15","15q15.3","stereocilin","protein-coding","STRC","stereocilin","O","NULL",-3.17504874305655,"down"
"9097",-3.14087773602898,5.83782777363737,32.6095034994557,1.12662517091755e-08,0.000658287087367122,"KCNN1",9606,3780,"NULL","19","19p13.1","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1","protein-coding","KCNN1","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1","O","small conductance calcium-activated pota",-3.14087773602898,"down"
"53165",-3.11203786526903,7.2078347238349,34.3123470720313,4.69394340462657e-09,0.000274403237491065,"PCSK1N",9606,27344,"NULL","X","Xp11.23","proprotein convertase subtilisin/kexin type 1 inhibitor","protein-coding","PCSK1N","proprotein convertase subtilisin/kexin type 1 inhibitor","O","granin-like neuroendocrine peptide|pro-S",-3.11203786526903,"down"
"14883",-3.08998306780064,1.97612405986199,37.2741717068307,1.02634940860798e-09,6.00342559577065e-05,"MTND1P23",9606,100887749,"NULL","1","NULL","MT-ND1 pseudogene 23","pseudo","MTND1P23","MT-ND1 pseudogene 23","O","NULL",-3.08998306780064,"down"
"30434",-3.0798189589789,10.2433700869408,41.9776753695247,9.23214378955647e-11,5.40255822421055e-06,"CH507-513H4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.0798189589789,"down"
"30435",-3.0798189589789,10.2433700869408,41.9776753695247,9.23214378955647e-11,5.40255822421055e-06,"CH507-513H4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.0798189589789,"down"
"30437",-3.0798189589789,10.2433700869408,41.9776753695247,9.23214378955647e-11,5.40255822421055e-06,"CH507-513H4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.0798189589789,"down"
"40431",-3.06327098882774,0.645269812888168,38.6506343177992,5.06867825169653e-10,2.96532883759002e-05,"RP11-932O9.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.06327098882774,"down"
"8409",-2.99700834439598,2.4116071072962,32.894184478381,9.73139422544738e-09,0.000568634558775567,"ALS2CL",9606,259173,"NULL","3","3p21.31","ALS2 C-terminal like","protein-coding","ALS2CL","ALS2 C-terminal like","O","ALS2 C-terminal-like protein",-2.99700834439598,"down"
"17631",-2.83661063289829,2.99876372949927,34.5343672240846,4.18791451382715e-09,0.000244850609965418,"PLA2G4B",9606,100137049,"NULL","15","15q11.2-q21.3","phospholipase A2, group IVB (cytosolic)","protein-coding","PLA2G4B","phospholipase A2, group IVB (cytosolic)","O","cytosolic phospholipase A2 beta|phosphol",-2.83661063289829,"down"
"50256",-2.81962929272528,4.06693135806876,32.0334430462546,1.51541159352209e-08,0.000885212528239995,"AMY2B",9606,280,"NULL","1","1p21","amylase, alpha 2B (pancreatic)","protein-coding","AMY2B","amylase, alpha 2B (pancreatic)","O","1,4-alpha-D-glucan glucanohydrolase 2B|a",-2.81962929272528,"down"
"5757",-2.81849498217513,6.75933415287197,32.1323129702505,1.440218790992e-08,0.000841347013321706,"KIFC2",9606,90990,"NULL","8","8q24.3","kinesin family member C2","protein-coding","KIFC2","kinesin family member C2","O","kinesin-like protein KIFC2",-2.81849498217513,"down"
"53736",-2.65175590926783,5.74699999551573,34.7748510855953,3.70123834333661e-09,0.000216415107173235,"HSD11B1L",9606,374875,"NULL","19","19p13.3","hydroxysteroid (11-beta) dehydrogenase 1-like","protein-coding","HSD11B1L","hydroxysteroid (11-beta) dehydrogenase 1-like","O","11-beta-hydroxysteroid dehydrogenase typ",-2.65175590926783,"down"
"55438",3.22398613315084,6.20291093081979,33.0456170799233,9.00217525919405e-09,0.000526060115621522,"MASP1",9606,5648,"NULL","3","3q27-q28","mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)","protein-coding","MASP1","mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)","O","Ra-reactive factor serine protease p100|",3.22398613315084,"up"
"552",4.04839958758947,2.3129305548861,49.557824944357,1.92610098629937e-12,1.12755877838951e-07,"HNRNPCP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04839958758947,"up"
"827",4.27539606839553,0.14662731829109,31.8954934489051,1.62694177230383e-08,0.000950345497455836,"RP11-181C21.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27539606839553,"up"
"40814",4.31893351384253,0.306117010457146,38.1549986132823,6.53421361021539e-10,3.82251496197601e-05,"BMPR1APS2",9606,100533800,"NULL","11","11q24.1","bone morphogenetic protein receptor, type IA pseudogene 2","pseudo","BMPR1APS2","bone morphogenetic protein receptor, type IA pseudogene 2","O","NULL",4.31893351384253,"up"
"15084",5.12340343126864,-0.185520083374704,33.1555656491923,8.50725204616378e-09,0.000497163809577811,"EEF1A1P9",9606,441032,"NULL","4","4q24","eukaryotic translation elongation factor 1 alpha 1 pseudogene 9","pseudo","EEF1A1P9","eukaryotic translation elongation factor 1 alpha 1 pseudogene 9","O","NULL",5.12340343126864,"up"
"16942",5.86643807142999,0.146164037114155,34.0691119496067,5.3188909176795e-09,0.000310921087483873,"AURKB",9606,9212,"NULL","17","17p13.1","aurora kinase B","protein-coding","AURKB","aurora kinase B","O","ARK-2|STK-1|aurora 1|aurora kinase B-Sv1",5.86643807142999,"up"
"2765",6.42810491860695,2.33446474614126,33.7241873153395,6.35061408165934e-09,0.000371187042458907,"BIVM-ERCC5",9606,100533467,"NULL","13","13q","BIVM-ERCC5 readthrough","protein-coding","BIVM-ERCC5","BIVM-ERCC5 readthrough","O","BIVM-ERCC5 protein",6.42810491860695,"up"
"33832",6.80437116666432,3.48618501589437,41.6482413695992,1.09263632288981e-10,6.39367070702203e-06,"MKI67",9606,4288,"RP11-380J17.2","10","10q26.2","antigen identified by monoclonal antibody Ki-67","protein-coding","MKI67","antigen identified by monoclonal antibody Ki-67","O","antigen KI-67|proliferation-related Ki-6",6.80437116666432,"up"
"46920",7.37238134803853,-1.63164857731968,37.1695519104447,1.0829150319375e-09,6.33407831330564e-05,"EEF1DP2",9606,442429,"NULL","9","9q22.31","eukaryotic translation elongation factor 1 delta pseudogene 2","pseudo","EEF1DP2","eukaryotic translation elongation factor 1 delta pseudogene 2","O","NULL",7.37238134803853,"up"
"37383",7.44126356630294,1.29161405610136,64.8433217226946,8.1096462532025e-16,4.74990090696324e-11,"RP11-40C6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44126356630294,"up"
"27375",7.67785758515951,4.43503089895533,49.6115251806313,1.87409531209665e-12,1.09715161856074e-07,"TOP2A",9606,7153,"NULL","17","17q21-q22","topoisomerase (DNA) II alpha 170kDa","protein-coding","TOP2A","topoisomerase (DNA) II alpha 170kDa","O","DNA gyrase|DNA topoisomerase (ATP-hydrol",7.67785758515951,"up"
"38765",7.8270332956898,-1.22741763924172,32.505438091854,1.18859471614474e-08,0.000694448348854727,"RP11-529K1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8270332956898,"up"
"28405",8.12189654047463,-0.957118878004755,41.2007057545258,1.37372932112376e-10,8.03823974962357e-06,"RP11-464D20.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12189654047463,"up"
"15596",8.18767392524279,-0.896621772786456,41.415997927246,1.23046273013023e-10,7.20005266535703e-06,"PPAN-P2RY11",9606,692312,"NULL","19","19p13","PPAN-P2RY11 readthrough","protein-coding","PPAN-P2RY11","PPAN-P2RY11 readthrough","O","PPAN-P2RY11 protein|PPAN-P2RY11 readthro",8.18767392524279,"up"
"55400",8.39213073463394,-0.705925658302195,48.3404727468598,3.58280677601535e-12,2.0972676024761e-07,"UBE2SP2",9606,440406,"NULL","17","17p11.2","ubiquitin-conjugating enzyme E2S pseudogene 2","pseudo","UBE2SP2","ubiquitin-conjugating enzyme E2S pseudogene 2","O","NULL",8.39213073463394,"up"
"28662",8.48039777751872,-0.622033499670972,38.393877353668,5.78134935217368e-10,3.38214718451513e-05,"AC009065.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48039777751872,"up"
"42519",8.53803552212571,-0.569493138793454,58.1298199426687,2.45378434599698e-14,1.43700972654621e-09,"EIF5AP4",9606,642592,"RP11-36D19.5","10","10q23.1","eukaryotic translation initiation factor 5A pseudogene 4","pseudo","EIF5AP4","eukaryotic translation initiation factor 5A pseudogene 4","O","NULL",8.53803552212571,"up"
"32822",8.59485303222852,-0.517736947837666,36.5094307576428,1.51929393009852e-09,8.88528669139517e-05,"AC006538.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59485303222852,"up"
"25903",8.62282339612632,-0.489957033366122,34.4148219693576,4.45319071344839e-09,0.000260346888680333,"RP11-574F21.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.62282339612632,"up"
"39395",8.69801350513879,-0.41827240898668,49.4170786357611,2.06936240882488e-12,1.211384060502e-07,"RP11-474G23.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.69801350513879,"up"
"21552",8.7452639884897,-0.373854731664093,58.2046433688405,2.362208526994e-14,1.38340380174877e-09,"CTD-2196E14.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7452639884897,"up"
"51138",8.96514863734661,-0.163811729810313,33.6005350858777,6.76741083816888e-09,0.000395528093847618,"CCDC169-SOHLH2",9606,100526761,"NULL","13","13q","CCDC169-SOHLH2 readthrough","protein-coding","CCDC169-SOHLH2","CCDC169-SOHLH2 readthrough","O","CCDC169-SOHLH2 protein",8.96514863734661,"up"
"2570",9.04195389072125,-0.0912370601000486,57.5809431217352,3.24352941161503e-14,1.89947569402999e-09,"CEP170P1",9606,645455,"NULL","4","4q26","centrosomal protein 170kDa pseudogene 1","pseudo","CEP170P1","centrosomal protein 170kDa pseudogene 1","O","NULL",9.04195389072125,"up"
"38341",9.18254839622585,0.0436847741773766,60.6841159041032,6.70086535797602e-15,3.92449581420582e-10,"RP11-104H15.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18254839622585,"up"
"26268",9.45742597609713,0.309225113478119,65.7427251747611,5.13798716464431e-16,3.00947322194711e-11,"RP11-173P15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.45742597609713,"up"
"400",9.5153756012138,0.365252543894228,35.4265140610825,2.648568081887e-09,0.000154875018588343,"DLGAP5",9606,9787,"NULL","14","14q22.3","discs, large (Drosophila) homolog-associated protein 5","protein-coding","DLGAP5","discs, large (Drosophila) homolog-associated protein 5","O","DAP-5|discs large homolog 7|discs, large",9.5153756012138,"up"
"55107",9.63003075016213,0.476294187856948,65.0906406907795,7.15310035032623e-16,4.18971393719308e-11,"SLC2A3P1",9606,100128062,"NULL","5","5q34","solute carrier family 2 (facilitated glucose transporter), member 3 pseudogene 1","pseudo","SLC2A3P1","solute carrier family 2 (facilitated glucose transporter), member 3 pseudogene 1","O","NULL",9.63003075016213,"up"
"46383",9.64502408800435,0.490278682182595,49.6694754280059,1.81954899569847e-12,1.06525495953167e-07,"PAPD7",9606,11044,"NULL","5","5p15","PAP associated domain containing 7","protein-coding","PAPD7","PAP associated domain containing 7","O","DNA polymerase kappa|DNA polymerase sigm",9.64502408800435,"up"
