"","log2FoldChange","logCPM","LR","pvalue","padj","Symbol","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","value","up_down"
"24928",-2.21500137852726,-0.972732256679315,33.2494935299636,8.10608640083924e-09,0.000455635010504773,"PACRG-AS1",9606,285796,"NULL","6","6q26","PACRG antisense RNA 1","miscRNA","PACRG-AS1","PACRG antisense RNA 1","O","NULL",-2.21500137852726,"down"
"52767",-2.20336855573817,-3.2784719353671,35.8076882647915,2.17786767709742e-09,0.000123132282727734,"RP11-622C24.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.20336855573817,"down"
"27863",-2.20300619462492,-3.337718402136,32.0910334128449,1.47114741548224e-08,0.000824798798490116,"AP006547.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.20300619462492,"down"
"38559",-2.20187256388197,6.6136002970794,35.8498019419487,2.13129697614282e-09,0.000120507793625067,"PPP1R1B",9606,84152,"NULL","17","17q12","protein phosphatase 1, regulatory (inhibitor) subunit 1B","protein-coding","PPP1R1B","protein phosphatase 1, regulatory (inhibitor) subunit 1B","O","dopamine and cAMP-regulated neuronal pho",-2.20187256388197,"down"
"38449",-2.19658599519223,5.81131857867452,35.6842671325293,2.32030325968596e-09,0.000131155141753749,"CABLES1",9606,91768,"NULL","18","18q11.2","Cdk5 and Abl enzyme substrate 1","protein-coding","CABLES1","Cdk5 and Abl enzyme substrate 1","O","CDK5 and ABL1 enzyme substrate 1|interac",-2.19658599519223,"down"
"56604",-2.18232703160076,-2.68746881554281,32.807250439669,1.01764569256502e-08,0.000571418232832183,"DKFZP434K028",9606,26070,"NULL","11","11q12.2","uncharacterized LOC26070","miscRNA","NULL","NULL","NULL","NULL",-2.18232703160076,"down"
"38300",-2.17469841921821,3.2556043178447,36.019588701555,1.95343835372217e-09,0.000110507961108417,"CCDC64",9606,92558,"NULL","12","12q24.23","coiled-coil domain containing 64","protein-coding","CCDC64","coiled-coil domain containing 64","O","BICD-related protein 1|WUGSC:H_267D11.1|",-2.17469841921821,"down"
"35926",-2.16917322972322,3.70811297254655,34.7863417936634,3.67945731289741e-09,0.000207502995160849,"LRRC7",9606,57554,"NULL","1","1p31.1","leucine rich repeat containing 7","protein-coding","LRRC7","leucine rich repeat containing 7","O","densin-180|leucine-rich repeat-containin",-2.16917322972322,"down"
"29373",-2.1681900847684,4.30966458944758,31.735012096979,1.76707681927273e-08,0.000989792738779234,"SPX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1681900847684,"down"
"58274",-2.16511320611152,1.43418582247112,36.182123590796,1.79711530877577e-09,0.0001017149293614,"PDE4C",9606,5143,"NULL","19","19p13.11","phosphodiesterase 4C, cAMP-specific","protein-coding","PDE4C","phosphodiesterase 4C, cAMP-specific","O","PDE21|cAMP-specific 3',5'-cyclic phospho",-2.16511320611152,"down"
"19685",-2.16432261101377,-1.3240610593769,35.6148051920962,2.40453091669079e-09,0.00013589206475678,"CTD-2012K14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16432261101377,"down"
"14398",-2.15212366879023,0.191918544157615,34.3084782366593,4.70328381533405e-09,0.000264992416723551,"RP11-379F4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15212366879023,"down"
"777",-2.14472971060539,-1.54212365838997,34.4512167296758,4.37069477216726e-09,0.00024631924527503,"RP11-85B7.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14472971060539,"down"
"7369",-2.09991448535876,-1.57412446713269,34.4777827256795,4.31144556560828e-09,0.000243001694968814,"RP11-806O11.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09991448535876,"down"
"50605",-2.09976447403934,-3.22214621247674,32.4429211945723,1.2274525597186e-08,0.000688600886002132,"RP11-348H3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09976447403934,"down"
"36835",-2.09946155574042,-1.91282871487162,32.2012540766686,1.39001007619741e-08,0.000779462050328462,"RP11-91I8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09946155574042,"down"
"20821",-2.08945409038959,2.09782707379632,32.6415822756584,1.10818320074742e-08,0.000622034312411533,"NPAS1",9606,4861,"NULL","19","19q13.2-q13.3","neuronal PAS domain protein 1","protein-coding","NPAS1","neuronal PAS domain protein 1","O","PAS domain-containing protein 5|basic-he",-2.08945409038959,"down"
"248",-2.08675107500081,-3.0413925777526,33.9411664442943,5.68040004589113e-09,0.000319812202983716,"RP11-416A14.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08675107500081,"down"
"20990",-2.05040674350043,5.0613244907832,36.1152383019047,1.85986759002601e-09,0.000105253626654752,"FGF13",9606,2258,"RP6-27P15.3","X","Xq26.3","fibroblast growth factor 13","protein-coding","FGF13","fibroblast growth factor 13","O","fibroblast growth factor homologous fact",-2.05040674350043,"down"
"19068",-2.03934132778148,0.556639593719706,35.8650327321463,2.11470092109379e-09,0.000119575763583248,"C5orf64",9606,285668,"NULL","5","5q12.1","chromosome 5 open reading frame 64","protein-coding","C5orf64","chromosome 5 open reading frame 64","O","uncharacterized protein C5orf64",-2.03934132778148,"down"
"10582",-2.03591262452917,-2.69454872397262,33.463985324202,7.25958795352346e-09,0.000408242928566392,"RP5-892K4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03591262452917,"down"
"7141",-2.03086493997563,-3.32726697567559,31.9038566239202,1.61995201595147e-08,0.000907853508779525,"RP1-159A19.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03086493997563,"down"
"9560",-2.02506347766311,-2.94395234440948,33.5826477707449,6.82993099720539e-09,0.000384217768247789,"CTA-243E7.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.02506347766311,"down"
"43459",-2.01788711813649,3.37328097028549,32.5730609041995,1.14794913903654e-08,0.000644240536318698,"CFAP70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.01788711813649,"down"
"33686",2.00029541531374,0.516592547020488,32.1105362139481,1.45645293587021e-08,0.000816618596613067,"ZSCAN23",9606,222696,"NULL","6","6p22.1","zinc finger and SCAN domain containing 23","protein-coding","ZSCAN23","zinc finger and SCAN domain containing 23","O","zinc finger and SCAN domain-containing p",2.00029541531374,"up"
"45837",2.00418657357156,-1.54279092508295,34.8345329960663,3.58949848519206e-09,0.000202454893561803,"AC012065.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00418657357156,"up"
"19577",2.00558901693599,-1.58484886757245,33.115897113643,8.68259280214993e-09,0.000487900937331211,"AC016292.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00558901693599,"up"
"48067",2.02025986082263,2.96359326333196,31.8470275496714,1.66804744523219e-08,0.000934707066410308,"CLGN",9606,1047,"NULL","4","4q28.3-q31.1","calmegin","protein-coding","CLGN","calmegin","O","NULL",2.02025986082263,"up"
"21846",2.0258204919579,0.898882103250209,33.6937059243339,6.45090739218453e-09,0.000363018362587792,"FOXO3B",9606,2310,"NULL","17","17p11.2","forkhead box O3B pseudogene","pseudo","FOXO3B","forkhead box O3B pseudogene","O","NULL",2.0258204919579,"up"
"18568",2.03335193226886,2.80883911745187,35.5724535284956,2.45738086680862e-09,0.000138861678021622,"WDR76",9606,79968,"NULL","15","15q15.3","WD repeat domain 76","protein-coding","WDR76","WD repeat domain 76","O","WD repeat-containing protein 76",2.03335193226886,"up"
"55286",2.05831271223529,1.57519132405256,33.1815590314622,8.39428520463634e-09,0.000471784011356176,"LINC00652",9606,29075,"NULL","20","20p11.23","long intergenic non-protein coding RNA 652","miscRNA","LINC00652","long intergenic non-protein coding RNA 652","O","NULL",2.05831271223529,"up"
"3583",2.09272016650499,4.02510430562509,35.068157408207,3.18364453066118e-09,0.000179672162732395,"GPC2",9606,221914,"NULL","7","7q22.1","glypican 2","protein-coding","GPC2","glypican 2","O","cerebroglycan|glypican proteoglycan 2, c",2.09272016650499,"up"
"1532",2.10611477763895,6.80313887947265,33.7984120301095,6.11287399581101e-09,0.00034408145147621,"LRRN1",9606,57633,"Nbla10449","3","3p26.2","leucine rich repeat neuronal 1","protein-coding","LRRN1","leucine rich repeat neuronal 1","O","fibronectin type III, immunoglobulin and",2.10611477763895,"up"
"53528",2.10719708673858,0.229205597878474,36.0333124603134,1.93972862191062e-09,0.000109738207055972,"YBX1P10",9606,158373,"NULL","9","9p13.1","Y box binding protein 1 pseudogene 10","pseudo","YBX1P10","Y box binding protein 1 pseudogene 10","O","NULL",2.10719708673858,"up"
"18319",2.11383349243657,0.924156740353479,33.3783650289243,7.58632259844667e-09,0.000426487883839475,"RAB39A",9606,54734,"NULL","11","11q22.3","RAB39A, member RAS oncogene family","protein-coding","RAB39A","RAB39A, member RAS oncogene family","O","RAB39, member RAS oncogene family|rab-39",2.11383349243657,"up"
"49728",2.13308423803378,1.80976873568294,32.1403061161736,1.43430563736218e-08,0.000804243856981719,"RP11-259N19.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13308423803378,"up"
"2859",2.15544269573111,0.0379697504107019,35.9017303196973,2.07524337691019e-09,0.000117359163451025,"NAT1",9606,9,"NULL","8","8p22","N-acetyltransferase 1 (arylamine N-acetyltransferase)","protein-coding","NAT1","N-acetyltransferase 1 (arylamine N-acetyltransferase)","O","N-acetyltransferase type 1|arylamide ace",2.15544269573111,"up"
"18627",2.1601388642302,3.42518698405834,35.2743805155312,2.86374534257513e-09,0.000161681334551107,"CDON",9606,50937,"NULL","11","11q24.2","cell adhesion associated, oncogene regulated","protein-coding","CDON","cell adhesion associated, oncogene regulated","O","Cdon homolog|cell adhesion molecule-rela",2.1601388642302,"up"
"13658",2.18015382020168,2.03420770493725,32.4331008228417,1.23367107572836e-08,0.000692077136772854,"HNRNPA1P10",9606,664709,"NULL","19","19p13.2","heterogeneous nuclear ribonucleoprotein A1 pseudogene 10","pseudo","HNRNPA1P10","heterogeneous nuclear ribonucleoprotein A1 pseudogene 10","O","NULL",2.18015382020168,"up"
"55994",2.1815362085179,4.29460284589901,34.1970042283175,4.98055670181304e-09,0.000280534836786321,"GRID2",9606,2895,"NULL","4","4q22","glutamate receptor, ionotropic, delta 2","protein-coding","GRID2","glutamate receptor, ionotropic, delta 2","O","GluR-delta-2|gluR delta-2 subunit|glutam",2.1815362085179,"up"
"18388",2.21320740628578,6.30103579056557,34.5310231298332,4.19511553206587e-09,0.000236482857658085,"FAM84B",9606,157638,"NULL","8","8q24.21","family with sequence similarity 84, member B","protein-coding","FAM84B","family with sequence similarity 84, member B","O","breast cancer membrane protein 101|breas",2.21320740628578,"up"
"51953",2.28621144607805,2.88224301488753,33.7484593744148,6.2718694225878e-09,0.000352980811103242,"GINS1",9606,9837,"RP4-691N24.2","20","20p11.21","GINS complex subunit 1 (Psf1 homolog)","protein-coding","GINS1","GINS complex subunit 1 (Psf1 homolog)","O","DNA replication complex GINS protein PSF",2.28621144607805,"up"
"37046",2.37952148760033,2.75744726051221,35.7508922197957,2.2422925519322e-09,0.000126759040253279,"FAM3C2",9606,286460,"NULL","X","Xp22.11","FAM3C pseudogene","pseudo","FAM3C2","family with sequence similarity 3, member C2 (pseudogene)","O","NULL",2.37952148760033,"up"
"16123",2.41007548841717,3.13544946113453,35.2583630059746,2.88739531125853e-09,0.000163010789692412,"FLVCR2",9606,55640,"NULL","14","14q24.3","feline leukemia virus subgroup C cellular receptor family, member 2","protein-coding","FLVCR2","feline leukemia virus subgroup C cellular receptor family, member 2","O","calcium-chelate transporter|feline leuke",2.41007548841717,"up"
"53063",2.42477331190949,4.79269347523909,35.6685951661552,2.33904480684477e-09,0.000132209829617287,"STON1",9606,11037,"NULL","2","2p16.3","stonin 1","protein-coding","STON1","stonin 1","O","stoned B homolog 1|stoned B-like factor|",2.42477331190949,"up"
"40809",2.49359923835803,0.818932935386622,34.5957411831469,4.05793123153104e-09,0.000228790220764952,"CH507-154B10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49359923835803,"up"
"7440",2.53300527628398,2.23932411700903,34.0435249351954,5.3892950883668e-09,0.000303481985016111,"PRPH",9606,5630,"NULL","12","12q12-q13","peripherin","protein-coding","PRPH","peripherin","O","neurofilament 4 (57kD)",2.53300527628398,"up"
"49288",2.53592967512851,1.28490879385013,32.1399482602356,1.43456985058957e-08,0.00080437766092408,"CENPM",9606,79019,"CTA-250D10.18-008","22","22q13.2","centromere protein M","protein-coding","CENPM","centromere protein M","O","interphase centromere complex protein 39",2.53592967512851,"up"
"827",2.59257726918879,0.198095738702194,36.0005116977642,1.97265718891894e-09,0.000111587299205577,"RP11-181C21.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59257726918879,"up"
"51362",2.61489360485205,6.96122743761792,34.8123116818695,3.63070219949118e-09,0.000204771604051303,"ID3",9606,3399,"NULL","1","1p36.13-p36.12","inhibitor of DNA binding 3, dominant negative helix-loop-helix protein","protein-coding","ID3","inhibitor of DNA binding 3, dominant negative helix-loop-helix protein","O","DNA-binding protein inhibitor ID-3|ID-li",2.61489360485205,"up"
"42427",2.62390483454058,5.01742679137503,32.6031345266934,1.13032308277118e-08,0.00063440513343615,"TREM2",9606,54209,"RP1-238O23.2","6","6p21.1","triggering receptor expressed on myeloid cells 2","protein-coding","TREM2","triggering receptor expressed on myeloid cells 2","O","triggering receptor expressed on monocyt",2.62390483454058,"up"
"10564",2.6440947587591,3.1520232572452,33.0737436924949,8.87288565848833e-09,0.000498531953607825,"CKS2",9606,1164,"RP11-8C21.2","9","9q22","CDC28 protein kinase regulatory subunit 2","protein-coding","CKS2","CDC28 protein kinase regulatory subunit 2","O","CDC28 protein kinase 2|CKS-2|CKS1(S. cer",2.6440947587591,"up"
"53064",2.71225779947088,4.56891531111271,32.5571794102681,1.15736804144855e-08,0.000649503371180514,"BEST3",9606,144453,"NULL","12","12q14.2-q15","bestrophin 3","protein-coding","BEST3","bestrophin 3","O","bestrophin-3|vitelliform macular dystrop",2.71225779947088,"up"
"28131",2.71972944533844,-2.16856964159708,31.897870730674,1.6249518254091e-08,0.000910639252477512,"AC037459.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71972944533844,"up"
"39460",2.72416392108593,5.70118924464938,35.6735777029127,2.33306999096549e-09,0.000131874448169333,"SOX11",9606,6664,"NULL","2","2p25","SRY (sex determining region Y)-box 11","protein-coding","SOX11","SRY (sex determining region Y)-box 11","O","SRY (sex-determining region Y)-box 11|SR",2.72416392108593,"up"
"54865",2.72888289662436,0.555778223337704,33.3407437577481,7.7345078628245e-09,0.000434779890492954,"FCMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72888289662436,"up"
"12458",2.76036674440782,3.6900293377543,32.5455547221185,1.1643113723591e-08,0.000653364969713034,"FHDC1",9606,85462,"NULL","4","4q31.3","FH2 domain containing 1","protein-coding","FHDC1","FH2 domain containing 1","O","FH2 domain-containing protein 1",2.76036674440782,"up"
"7590",2.7865650701871,3.19347110168577,34.3233717652193,4.66742859106855e-09,0.000262981596535166,"CDCA7",9606,83879,"NULL","2","2q31","cell division cycle associated 7","protein-coding","CDCA7","cell division cycle associated 7","O","c-Myc target JPO1|cell division cycle as",2.7865650701871,"up"
"42223",2.79248026977504,8.21113760636217,34.270711536595,4.79544623116623e-09,0.000270141872540287,"EGFR",9606,1956,"NULL","7","7p12","epidermal growth factor receptor","protein-coding","EGFR","epidermal growth factor receptor","O","avian erythroblastic leukemia viral (v-e",2.79248026977504,"up"
"19818",2.82703742482084,-2.32378523225439,34.72796504267,3.79145892135494e-09,0.000213811742951969,"LL0XNC01-116E7.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82703742482084,"up"
"44656",2.87243450247851,3.62634195724621,34.0282374631924,5.43180406671291e-09,0.00030585402338847,"PLVAP",9606,83483,"NULL","19","19p13.2","plasmalemma vesicle associated protein","protein-coding","PLVAP","plasmalemma vesicle associated protein","O","fenestrated endothelial-linked structure",2.87243450247851,"up"
"43373",2.88088823225384,0.819766956449708,33.6779983179699,6.50320810937741e-09,0.000365948526730885,"RP1-241P17.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88088823225384,"up"
"4249",2.911932636262,0.623199187517407,35.4746354974062,2.58393518892720e-09,0.000145961330952119,"EEF1A1P11",9606,440595,"NULL","1","1p21.3","eukaryotic translation elongation factor 1 alpha 1 pseudogene 11","pseudo","EEF1A1P11","eukaryotic translation elongation factor 1 alpha 1 pseudogene 11","O","NULL",2.911932636262,"up"
"10541",2.94237812516716,3.30974713331427,33.3599075800737,7.65866534826352e-09,0.000430539531217982,"CBX2",9606,84733,"NULL","17","17q25.3","chromobox homolog 2","protein-coding","CBX2","chromobox homolog 2","O","Pc class homolog|cell division cycle ass",2.94237812516716,"up"
"7020",3.02259176162456,0.0828353121031245,34.1854785717563,5.01014263066677e-09,0.000282196283672306,"GLYCTK-AS1",9606,100874110,"NULL","3","NULL","GLYCTK antisense RNA 1","miscRNA","GLYCTK-AS1","GLYCTK antisense RNA 1","O","NULL",3.02259176162456,"up"
"7592",3.073244142284,3.3545710025353,34.7188573323328,3.80923825770656e-09,0.000214810563828588,"CDCA5",9606,113130,"NULL","11","11q12.1","cell division cycle associated 5","protein-coding","CDCA5","cell division cycle associated 5","O","cell division cycle-associated protein 5",3.073244142284,"up"
"28075",3.07414693710585,-1.31193081130612,35.7028587220439,2.29826513769682e-09,0.000129914033438588,"CTD-2291D10.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07414693710585,"up"
"4205",3.07577687511067,-2.99587675289274,35.502141294376,2.54770345171846e-09,0.000143924863394479,"RP11-334L9.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07577687511067,"up"
"40103",3.08933116212988,2.81933563130672,33.0255667444574,9.09549101106045e-09,0.000511002875983398,"ADAMTS15",9606,170689,"NULL","11","11q25","ADAM metallopeptidase with thrombospondin type 1 motif, 15","protein-coding","ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif, 15","O","A disintegrin and metalloproteinase with",3.08933116212988,"up"
"5383",3.13439184289128,5.86408624278918,35.5198631093713,2.52462949082197e-09,0.000142631467713478,"FERMT1",9606,55612,"RP5-1056H1.1","20","20p12.3","fermitin family member 1","protein-coding","FERMT1","fermitin family member 1","O","UNC112 related protein 1|fermitin family",3.13439184289128,"up"
"27447",3.1967317487083,-2.93756715916843,33.4356486201882,7.36613242525386e-09,0.000414182894007174,"CNTNAP3P1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1967317487083,"up"
"21595",3.30347034732371,2.18347528778929,34.4417581266216,4.39198622605167e-09,0.000247514775755368,"NCAPH",9606,23397,"NULL","2","2q11.2","non-SMC condensin I complex, subunit H","protein-coding","NCAPH","non-SMC condensin I complex, subunit H","O","XCAP-H homolog|barren homolog 1|barren h",3.30347034732371,"up"
"9553",3.31500228986783,1.65689863154719,31.9973662897809,1.54381742683753e-08,0.000865402296788048,"NFIA-AS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31500228986783,"up"
"24748",3.39927032295345,1.66419479672404,32.0314174027543,1.51699256600783e-08,0.000850441202429648,"HMMR",9606,3161,"NULL","5","5q33.2-qter","hyaluronan-mediated motility receptor (RHAMM)","protein-coding","HMMR","hyaluronan-mediated motility receptor (RHAMM)","O","hyaluronan mediated motility receptor|in",3.39927032295345,"up"
"20205",3.4029096098787,0.985880089419676,32.5140293643401,1.1833519290046e-08,0.000664002434403062,"PAPPA",9606,5069,"RP11-45A16.1","9","9q33.2","pregnancy-associated plasma protein A, pappalysin 1","protein-coding","PAPPA","pregnancy-associated plasma protein A, pappalysin 1","O","IGF-dependent IGFBP-4 protease|aspecific",3.4029096098787,"up"
"28833",3.40875948371925,1.18489583606312,33.4241242590448,7.40991008156034e-09,0.00041662219433573,"RAD51",9606,5888,"NULL","15","15q15.1","RAD51 homolog (S. cerevisiae)","protein-coding","RAD51","RAD51 homolog (S. cerevisiae)","O","BRCA1/BRCA2-containing complex, subunit ",3.40875948371925,"up"
"15742",3.41011376799533,-3.21119345384966,35.8850727409346,2.09306153673172e-09,0.000118362629902179,"YWHAZP6",9606,158383,"NULL","9","9p13.3","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta pseudogene 6","pseudo","YWHAZP6","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta pseudogene 6","O","NULL",3.41011376799533,"up"
"27796",3.51208392536908,2.43654892912083,33.4681969480129,7.24388476397044e-09,0.000407374347471405,"CENPU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51208392536908,"up"
"7509",3.57575885637034,4.22390706939754,35.3228230758184,2.79339347083182e-09,0.00015773454911746,"FOXM1",9606,2305,"NULL","12","12p13","forkhead box M1","protein-coding","FOXM1","forkhead box M1","O","Forkhead, drosophila, homolog-like 16|HN",3.57575885637034,"up"
"38589",3.65998904736312,-2.59187097915214,35.5892828589049,2.43624195485938e-09,0.000137672032869104,"RPL10P3",9606,619445,"NULL","9","9q33.1","ribosomal protein L10 pseudogene 3","pseudo","RPL10P3","ribosomal protein L10 pseudogene 3","O","NULL",3.65998904736312,"up"
"43566",3.74979002172377,3.95927292445297,35.8734453209042,2.10558978166587e-09,0.00011906478538386,"NUSAP1",9606,51203,"BM-037","15","15q15.1","nucleolar and spindle associated protein 1","protein-coding","NUSAP1","nucleolar and spindle associated protein 1","O","nucleolar and spindle-associated protein",3.74979002172377,"up"
"50278",3.86642021757003,-3.25008496256543,31.7573457973903,1.74687305660692e-08,0.000978545880119501,"RP11-534L20.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86642021757003,"up"
"40814",3.87690894559772,0.219362120728411,34.796331409063,3.66062598247648e-09,0.000206444662907743,"BMPR1APS2",9606,100533800,"NULL","11","11q24.1","bone morphogenetic protein receptor, type IA pseudogene 2","pseudo","BMPR1APS2","bone morphogenetic protein receptor, type IA pseudogene 2","O","NULL",3.87690894559772,"up"
"35816",4.00889910492328,2.06555945602273,36.1068948698389,1.867847840049e-09,0.000105697773572693,"CCL3L3",9606,414062,"NULL","17","17q21.1","chemokine (C-C motif) ligand 3-like 3","protein-coding","CCL3L3","chemokine (C-C motif) ligand 3-like 3","O","C-C motif chemokine 3-like 1|G0/G1 switc",4.00889910492328,"up"
"16228",4.04105377098917,-2.83451261979526,34.1103171316462,5.20744326782117e-09,0.000293267582513885,"AC083867.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04105377098917,"up"
"5400",4.07696424968857,-3.1270943928117,34.4207578341855,4.4396302469202e-09,0.000250190922934941,"TMPOP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07696424968857,"up"
"942",4.10897677045686,2.75553025522728,33.3567380843682,7.67115730329851e-09,0.000431234107804926,"FAM64A",9606,54478,"NULL","17","17p13.2","family with sequence similarity 64, member A","protein-coding","FAM64A","family with sequence similarity 64, member A","O","CALM interacting protein expressed in th",4.10897677045686,"up"
"1697",4.14944324841775,1.84276368909503,32.259610652226,1.3488824406011e-08,0.000756480250337912,"GBX2",9606,2637,"NULL","2","2q37.2","gastrulation brain homeobox 2","protein-coding","GBX2","gastrulation brain homeobox 2","O","gastrulation and brain-specific homeobox",4.14944324841775,"up"
"16549",4.24809139195226,-0.0514917999180447,32.8796193036422,9.80457808262288e-09,0.000550674128010514,"RP11-698N11.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24809139195226,"up"
"51605",4.2625433199061,-1.7871306262131,36.1093865985337,1.86546098992477e-09,0.000105566437419842,"RP11-48F14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2625433199061,"up"
"7586",4.34489423940357,0.916092564202843,34.3664166316759,4.56533224137954e-09,0.000257247341137254,"CDCA2",9606,157313,"NULL","8","8p21.2","cell division cycle associated 2","protein-coding","CDCA2","cell division cycle associated 2","O","cell division cycle-associated protein 2",4.34489423940357,"up"
"45383",4.44172439861375,-1.63374813839555,33.6344548917346,6.65042319461223e-09,0.000374179410621663,"MT-TC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44172439861375,"up"
"53473",4.48991225868439,3.33523046324525,34.3717819791156,4.55276416270072e-09,0.000256548260568185,"CNGA3",9606,1261,"NULL","2","2q11.2","cyclic nucleotide gated channel alpha 3","protein-coding","CNGA3","cyclic nucleotide gated channel alpha 3","O","CNG channel alpha-3|CNG-3|cone photorece",4.48991225868439,"up"
"32250",4.63768606520753,-3.26507882704005,36.0388582231634,1.93421589857712e-09,0.000109430198677899,"HIST1H2BO",9606,8348,"NULL","6","6p22.1","histone cluster 1, H2bo","protein-coding","HIST1H2BO","histone cluster 1, H2bo","O","H2B histone family, member N|histone 1, ",4.63768606520753,"up"
"32634",4.64084619400573,0.845997349111964,35.6424092659571,2.37069844602741e-09,0.000133991876169469,"SGOL1",9606,151648,"NULL","3","3p24.3","shugoshin-like 1 (S. pombe)","protein-coding","SGOL1","shugoshin-like 1 (S. pombe)","O","hSgo1|serologically defined breast cance",4.64084619400573,"up"
"38564",4.72041362091387,2.44156070565885,32.0724953507547,1.48525265000962e-08,0.000832692045701391,"GSX1",9606,219409,"NULL","13","13q12.2","GS homeobox 1","protein-coding","GSX1","GS homeobox 1","O","GS homeo box protein 1|genomic screened ",4.72041362091387,"up"
"35855",5.30721502591391,3.03203428867682,34.6103611654977,4.02756830344897e-09,0.00022708235608506,"ASPM",9606,259266,"RP11-32D17.1","1","1q31","asp (abnormal spindle) homolog, microcephaly associated (Drosophila)","protein-coding","ASPM","asp (abnormal spindle) homolog, microcephaly associated (Drosophila)","O","abnormal spindle-like microcephaly-assoc",5.30721502591391,"up"
"9584",5.46946842005978,-2.73103182108703,33.9191804564749,5.74495384116605e-09,0.000323423666396125,"RP11-277P12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46946842005978,"up"
"37273",5.59761868068227,-2.64467268642946,32.4523979484533,1.22148140037989e-08,0.000685275495241124,"RP11-449D8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59761868068227,"up"
"15835",6.36236949954219,-2.05531785591558,33.7845109685124,6.15671018995346e-09,0.000346524276331341,"EVX1",9606,2128,"NULL","7","7p15.2","even-skipped homeobox 1","protein-coding","EVX1","even-skipped homeobox 1","O","EVX-1|eve, even-skipped homeo box homolo",6.36236949954219,"up"
"49359",6.80560263939506,-1.69245452072067,32.5302173712166,1.17353612445702e-08,0.000658529796239055,"PI4K2B",9606,55300,"NULL","4","4p15.2","phosphatidylinositol 4-kinase type 2 beta","protein-coding","PI4K2B","phosphatidylinositol 4-kinase type 2 beta","O","PI4KII-BETA|phosphatidylinositol 4-kinas",6.80560263939506,"up"
"4542",7.38345265573282,2.21027828608593,35.3689826903505,2.72796788546327e-09,0.000154059258363653,"LHX5",9606,64211,"NULL","12","12q24","LIM homeobox 5","protein-coding","LHX5","LIM homeobox 5","O","LIM homeobox protein 5|LIM/homeobox prot",7.38345265573282,"up"
"20611",8.29315660914553,0.42134325747299,31.9708393089651,1.56504373756028e-08,0.000877222665339914,"MMP7",9606,4316,"NULL","11","11q21-q22","matrix metallopeptidase 7 (matrilysin, uterine)","protein-coding","MMP7","matrix metallopeptidase 7 (matrilysin, uterine)","O","matrilysin|matrin|matrix metalloproteina",8.29315660914553,"up"
